# ACTS Test Suite Generation: Tue May 17 13:07:45 CST 2022
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 7
# Maximum number of values per parameter: 11
# Number of configurations: 1066
bookingType,date1,origin1,destination1,date2,origin2,destination2
round_trip,6,Dalian,London,7,London,Dalian
round_trip,10,Dalian,Paris,10,Paris,Dalian
multi_trip,6,London,Nanjing,8,Nanjing,Dalian
multi_trip,5,London,Tokyo,5,Tokyo,Dalian
multi_trip,4,Beijing,Dalian,5,Dalian,Tokyo
multi_trip,2,Beijing,Nanjing,2,Nanjing,Singapore
multi_trip,1,Beijing,Singapore,1,Singapore,London
multi_trip,2,Beijing,Singapore,3,Singapore,London
multi_trip,2,Beijing,London,4,London,Paris
round_trip,1,Shanghai,Singapore,5,Singapore,Shanghai
multi_trip,1,Shanghai,Paris,4,Paris,Nanjing
multi_trip,5,Shanghai,Paris,5,Paris,Nanjing
multi_trip,1,Shanghai,Nanjing,1,Nanjing,Dalian
multi_trip,2,Shanghai,London,2,London,Tokyo
multi_trip,3,Shanghai,Dalian,5,Dalian,Singapore
multi_trip,1,Shanghai,Nanjing,7,Nanjing,Singapore
multi_trip,1,Shanghai,Beijing,3,Beijing,Paris
multi_trip,1,Nanjing,Singapore,1,Singapore,Shanghai
multi_trip,3,Nanjing,Singapore,4,Singapore,London
multi_trip,1,Nanjing,Singapore,2,Singapore,Paris
multi_trip,1,Nanjing,Beijing,6,Beijing,Paris
multi_trip,2,Dalian,Nanjing,2,Nanjing,Beijing
multi_trip,2,Dalian,Nanjing,3,Nanjing,Shanghai
multi_trip,1,Dalian,London,3,London,Singapore
multi_trip,2,Dalian,Beijing,2,Beijing,London
multi_trip,4,Tokyo,Singapore,4,Singapore,Beijing
multi_trip,1,Tokyo,London,2,London,Shanghai
multi_trip,2,Tokyo,Singapore,7,Singapore,Shanghai
multi_trip,2,Tokyo,London,5,London,Nanjing
multi_trip,2,Tokyo,Singapore,3,Singapore,Dalian
round_trip,1,Tokyo,Singapore,1,Singapore,Tokyo
multi_trip,1,Tokyo,Beijing,1,Beijing,Singapore
multi_trip,2,Tokyo,Shanghai,3,Shanghai,London
multi_trip,4,Tokyo,Nanjing,5,Nanjing,London
multi_trip,5,Tokyo,Singapore,6,Singapore,London
multi_trip,2,Tokyo,London,2,London,Paris
multi_trip,2,Singapore,Dalian,2,Dalian,Beijing
multi_trip,3,Singapore,Tokyo,3,Tokyo,Shanghai
multi_trip,1,Singapore,Shanghai,6,Shanghai,Nanjing
multi_trip,1,Singapore,Shanghai,2,Shanghai,Tokyo
multi_trip,3,Singapore,Shanghai,3,Shanghai,Tokyo
multi_trip,1,London,Singapore,1,Singapore,Beijing
multi_trip,3,London,Shanghai,3,Shanghai,Beijing
multi_trip,4,London,Nanjing,4,Nanjing,Beijing
multi_trip,1,London,Shanghai,1,Shanghai,Nanjing
multi_trip,2,London,Beijing,2,Beijing,Nanjing
multi_trip,1,Paris,Dalian,1,Dalian,Beijing
multi_trip,2,Paris,Nanjing,2,Nanjing,Shanghai
multi_trip,2,Paris,Tokyo,3,Tokyo,Nanjing
multi_trip,1,Paris,Tokyo,2,Tokyo,Dalian
multi_trip,3,Paris,Singapore,4,Singapore,Tokyo
multi_trip,2,Paris,Dalian,2,Dalian,Singapore
multi_trip,2,Paris,Nanjing,3,Nanjing,Singapore
round_trip,1,Paris,London,1,London,Paris
round_trip,4,Paris,London,5,London,Paris
multi_trip,1,Beijing,Singapore,2,Singapore,Beijing
multi_trip,1,Shanghai,Nanjing,4,Nanjing,Tokyo
multi_trip,1,Nanjing,Paris,2,Paris,Singapore
round_trip,1,Beijing,Dalian,9,Dalian,Beijing
round_trip,3,Beijing,Tokyo,8,Tokyo,Beijing
multi_trip,3,Shanghai,Beijing,9,Beijing,Dalian
round_trip,5,Shanghai,Tokyo,9,Tokyo,Shanghai
round_trip,4,Nanjing,Singapore,7,Singapore,Nanjing
multi_trip,2,Dalian,Nanjing,10,Nanjing,Shanghai
round_trip,1,Singapore,Dalian,7,Dalian,Singapore
multi_trip,4,Singapore,Dalian,9,Dalian,Singapore
round_trip,2,London,Dalian,9,Dalian,London
round_trip,3,London,Paris,6,Paris,London
multi_trip,4,London,Tokyo,9,Tokyo,Beijing
round_trip,1,Paris,Tokyo,10,Tokyo,Paris
round_trip,2,Paris,London,8,London,Paris
multi_trip,3,Paris,Shanghai,7,Shanghai,Beijing
one_way,5,Paris,Dalian,0,null,null
one_way,7,Shanghai,Tokyo,0,null,null
one_way,1,Tokyo,Paris,0,null,null
one_way,9,London,Paris,0,null,null
multi_trip,1,Tokyo,Dalian,7,Dalian,Tokyo
round_trip,8,Singapore,Shanghai,9,Shanghai,Singapore
round_trip,8,Paris,Dalian,8,Dalian,Paris
round_trip,10,Beijing,Dalian,10,Dalian,Beijing
round_trip,7,London,Tokyo,7,Tokyo,London
round_trip,9,London,Tokyo,9,Tokyo,London
round_trip,6,Nanjing,Singapore,6,Singapore,Nanjing
round_trip,7,Beijing,Singapore,9,Singapore,Beijing
round_trip,8,Paris,Singapore,9,Singapore,Paris
round_trip,5,Nanjing,London,5,London,Nanjing
round_trip,7,Beijing,London,10,London,Beijing
round_trip,8,Dalian,London,10,London,Dalian
round_trip,5,Shanghai,Paris,5,Paris,Shanghai
round_trip,6,Dalian,Paris,9,Paris,Dalian
round_trip,1,Shanghai,Beijing,1,Beijing,Shanghai
round_trip,2,Shanghai,Beijing,2,Beijing,Shanghai
round_trip,1,London,Shanghai,1,Shanghai,London
round_trip,2,London,Shanghai,2,Shanghai,London
round_trip,1,London,Shanghai,4,Shanghai,London
round_trip,2,Nanjing,Shanghai,5,Shanghai,Nanjing
round_trip,5,Dalian,Nanjing,5,Nanjing,Dalian
round_trip,1,Paris,Dalian,1,Dalian,Paris
round_trip,1,Nanjing,Dalian,2,Dalian,Nanjing
round_trip,2,Shanghai,Singapore,3,Singapore,Shanghai
round_trip,2,Tokyo,London,2,London,Tokyo
round_trip,3,Tokyo,London,4,London,Tokyo
round_trip,3,Tokyo,Paris,3,Paris,Tokyo
round_trip,1,Paris,Tokyo,6,Tokyo,Paris
round_trip,2,Beijing,Tokyo,7,Tokyo,Beijing
round_trip,5,Paris,Singapore,10,Singapore,Paris
round_trip,6,Shanghai,Tokyo,10,Tokyo,Shanghai
